gene:Os01g0106300 gene:Os01g0106400
gene:Os05g0545900 gene:Os05g0546800
gene:Os05g0548300 gene:Os05g0548500
gene:Os05g0549300 gene:Os05g0549500
gene:Os05g0550300 gene:Os05g0550600
gene:Os05g0554800 gene:Os05g0555000
gene:Os05g0557600 gene:Os05g0557700
gene:Os05g0558101 gene:Os05g0558501
gene:Os05g0563550 gene:Os05g0563600
gene:Os05g0567650 gene:Os05g0567850
gene:Os05g0567700 gene:Os05g0567800
gene:Os05g0568600 gene:Os05g0568800
gene:Os05g0570200 gene:Os05g0570350
gene:Os05g0571300 gene:Os05g0571400
gene:Os05g0574000 gene:Os05g0574100
gene:Os05g0577800 gene:Os05g0577900
gene:Os05g0579600 gene:Os05g0579700
gene:Os05g0582500 gene:Os05g0582600
gene:Os05g0582500 gene:Os05g0582800
gene:Os05g0582600 gene:Os05g0582800
gene:Os05g0583100 gene:Os05g0583200
gene:Os05g0588850 gene:Os05g0588900
gene:Os05g0595000 gene:Os05g0595200
gene:Os06g0100550 gene:Os06g0100700
gene:Os06g0109200 gene:Os06g0109300
gene:Os06g0111100 gene:Os06g0111200
gene:Os06g0118000 gene:Os06g0118700
gene:Os06g0119100 gene:Os06g0119300
gene:Os06g0119300 gene:Os06g0120200
gene:Os06g0120200 gene:Os06g0121200
gene:Os06g0121300 gene:Os06g0121650
gene:Os06g0121400 gene:Os06g0121700
gene:Os06g0121500 gene:Os06g0121800
gene:Os06g0122800 gene:Os06g0122600
gene:Os06g0124900 gene:Os06g0125132
gene:Os06g0125400 gene:Os06g0125500
gene:Os06g0133400 gene:Os06g0133500
gene:Os06g0134300 gene:Os06g0134400
gene:Os06g0134300 gene:Os06g0134466
gene:Os06g0134400 gene:Os06g0134466
gene:Os06g0134400 gene:Os06g0134500
gene:Os06g0134466 gene:Os06g0134500
gene:Os06g0135000 gene:Os06g0136000
gene:Os06g0138700 gene:Os06g0139000
gene:Os06g0138900 gene:Os06g0139150
gene:Os06g0140200 gene:Os06g0140300
gene:Os06g0140400 gene:Os06g0140700
gene:Os06g0141400 gene:Os06g0141600
gene:Os06g0141400 gene:Os06g0141700
gene:Os06g0141600 gene:Os06g0141700
gene:Os06g0142200 gene:Os06g0142300
gene:Os06g0142200 gene:Os06g0142350
gene:Os06g0142300 gene:Os06g0142350
gene:Os06g0142300 gene:Os06g0142400
gene:Os06g0142350 gene:Os06g0142400
gene:Os06g0144200 gene:Os06g0144900
gene:Os06g0145200 gene:Os06g0145300
gene:Os06g0145200 gene:Os06g0145600
gene:Os06g0145300 gene:Os06g0145600
gene:Os06g0145400 gene:Os06g0145600
gene:Os06g0146600 gene:Os06g0146800
gene:Os06g0146800 gene:Os06g0147000
gene:Os06g0147000 gene:Os06g0147100
gene:Os06g0147000 gene:Os06g0147250
gene:Os06g0147100 gene:Os06g0147250
gene:Os06g0147250 gene:Os06g0147300
gene:Os06g0147250 gene:Os06g0147400
gene:Os06g0147300 gene:Os06g0147400
gene:Os06g0148300 gene:Os06g0148600
gene:Os06g0148500 gene:Os06g0148600
gene:Os06g0148500 gene:Os06g0148700
gene:Os06g0148600 gene:Os06g0148700
gene:Os06g0148600 gene:Os06g0148900
gene:Os06g0148700 gene:Os06g0148900
gene:Os06g0149700 gene:Os06g0149900
gene:Os06g0150600 gene:Os06g0151100
gene:Os06g0152300 gene:Os06g0152400
gene:Os06g0156600 gene:Os06g0156700
gene:Os06g0156650 gene:Os06g0157125
gene:Os06g0156700 gene:Os06g0157000
gene:Os06g0157500 gene:Os06g0157700
gene:Os06g0158300 gene:Os06g0158400
gene:Os06g0159400 gene:Os06g0159600
gene:Os06g0159600 gene:Os06g0159900
gene:Os06g0159725 gene:Os06g0160001
gene:Os06g0160001 gene:Os06g0160100
gene:Os06g0161100 gene:Os06g0161800
gene:Os06g0161800 gene:Os06g0161900
gene:Os06g0161800 gene:Os06g0162100
gene:Os06g0161900 gene:Os06g0162100
gene:Os06g0164900 gene:Os06g0165500
gene:Os06g0169001 gene:Os06g0169900
gene:Os06g0174800 gene:Os06g0174900
gene:Os06g0176300 gene:Os06g0176500
gene:Os06g0176300 gene:Os06g0176700
gene:Os06g0176500 gene:Os06g0176700
gene:Os06g0176650 gene:Os06g0176700
gene:Os06g0176650 gene:Os06g0176850
gene:Os06g0177600 gene:Os06g0177700
gene:Os06g0177600 gene:Os06g0178500
gene:Os06g0177700 gene:Os06g0178500
gene:Os06g0178450 gene:Os06g0178500
gene:Os06g0178450 gene:Os06g0178650
gene:Os06g0178500 gene:Os06g0178700
gene:Os06g0184900 gene:Os06g0185300
gene:Os06g0185300 gene:Os06g0185500
gene:Os06g0185700 gene:Os06g0185800
gene:Os06g0185966 gene:Os06g0186100
gene:Os06g0186000 gene:Os06g0186100
gene:Os06g0186000 gene:Os06g0186300
gene:Os06g0186100 gene:Os06g0186300
gene:Os06g0188600 gene:Os06g0188700
gene:Os06g0188600 gene:Os06g0188800
gene:Os06g0188700 gene:Os06g0188800
gene:Os06g0188800 gene:Os06g0190500
gene:Os06g0190500 gene:Os06g0190700
gene:Os06g0190700 gene:Os06g0190800
gene:Os06g0191300 gene:Os06g0191500
gene:Os06g0191700 gene:Os06g0191800
gene:Os06g0196900 gene:Os06g0197550
gene:Os06g0196900 gene:Os06g0197575
gene:Os06g0198500 gene:Os06g0198600
gene:Os06g0201000 gene:Os06g0201500
gene:Os06g0203200 gene:Os06g0203400
gene:Os06g0211600 gene:Os06g0211700
gene:Os06g0211600 gene:Os06g0212100
gene:Os06g0211700 gene:Os06g0212100
gene:Os06g0211700 gene:Os06g0212500
gene:Os06g0212100 gene:Os06g0212300
gene:Os06g0212100 gene:Os06g0212400
gene:Os06g0212300 gene:Os06g0212400
gene:Os06g0212300 gene:Os06g0212500
gene:Os06g0212400 gene:Os06g0212500
gene:Os06g0212400 gene:Os06g0212600
gene:Os06g0212500 gene:Os06g0212600
gene:Os06g0214300 gene:Os06g0214800
gene:Os06g0214300 gene:Os06g0214850
gene:Os06g0214800 gene:Os06g0214850
gene:Os06g0215300 gene:Os06g0215400
gene:Os06g0215500 gene:Os06g0215600
gene:Os06g0215533 gene:Os06g0215750
gene:Os06g0215600 gene:Os06g0215900
gene:Os06g0215900 gene:Os06g0216000
gene:Os06g0215900 gene:Os06g0216200
gene:Os06g0216000 gene:Os06g0216200
gene:Os06g0216200 gene:Os06g0216300
gene:Os06g0219900 gene:Os06g0220000
gene:Os06g0220000 gene:Os06g0220200
gene:Os06g0220000 gene:Os06g0220300
gene:Os06g0220200 gene:Os06g0220300
gene:Os06g0224400 gene:Os06g0224500
gene:Os06g0224400 gene:Os06g0224650
gene:Os06g0224500 gene:Os06g0224650
gene:Os06g0224500 gene:Os06g0224900
gene:Os06g0224650 gene:Os06g0224900
gene:Os06g0224900 gene:Os06g0225100
gene:Os06g0225100 gene:Os06g0225200
gene:Os06g0228600 gene:Os06g0228800
gene:Os06g0234300 gene:Os06g0234400
gene:Os06g0234300 gene:Os06g0234600
gene:Os06g0234400 gene:Os06g0234600
gene:Os06g0234600 gene:Os06g0234800
gene:Os06g0234800 gene:Os06g0234900
gene:Os06g0234800 gene:Os06g0235000
gene:Os06g0234900 gene:Os06g0235000
gene:Os06g0234900 gene:Os06g0235100
gene:Os06g0235000 gene:Os06g0235100
gene:Os06g0235000 gene:Os06g0235200
gene:Os06g0235100 gene:Os06g0235200
gene:Os06g0238000 gene:Os06g0238200
gene:Os06g0239300 gene:Os06g0239500
gene:Os06g0241400 gene:Os06g0242000
gene:Os06g0241400 gene:Os06g0242700
gene:Os06g0242000 gene:Os06g0242700
gene:Os06g0242700 gene:Os06g0242900
gene:Os06g0242700 gene:Os06g0243801
gene:Os06g0242900 gene:Os06g0243801
gene:Os06g0243801 gene:Os06g0244000
gene:Os06g0254300 gene:Os06g0254600
gene:Os06g0254300 gene:Os06g0254700
gene:Os06g0254600 gene:Os06g0254700
gene:Os06g0260250 gene:Os06g0263450
gene:Os06g0260500 gene:Os06g0262800
gene:Os06g0267900 gene:Os06g0268500
gene:Os06g0268050 gene:Os06g0268500
gene:Os06g0272700 gene:Os06g0272800
gene:Os06g0272700 gene:Os06g0272850
gene:Os06g0272800 gene:Os06g0272850
gene:Os06g0272800 gene:Os06g0272900
gene:Os06g0272850 gene:Os06g0272900
gene:Os06g0272850 gene:Os06g0273200
gene:Os06g0272900 gene:Os06g0273200
gene:Os06g0273200 gene:Os06g0273500
gene:Os06g0273500 gene:Os06g0273700
gene:Os06g0274300 gene:Os06g0274500
gene:Os06g0282000 gene:Os06g0282400
gene:Os06g0282000 gene:Os06g0283100
gene:Os06g0282400 gene:Os06g0283100
gene:Os06g0285900 gene:Os06g0286146
gene:Os06g0286500 gene:Os06g0286700
gene:Os06g0286500 gene:Os06g0287000
gene:Os06g0286700 gene:Os06g0287000
gene:Os06g0287000 gene:Os06g0287200
gene:Os06g0287000 gene:Os06g0287500
gene:Os06g0287200 gene:Os06g0287500
gene:Os06g0287200 gene:Os06g0287700
gene:Os06g0287500 gene:Os06g0287700
gene:Os06g0288300 gene:Os06g0289200
gene:Os06g0289200 gene:Os06g0289900
gene:Os06g0291800 gene:Os06g0292100
gene:Os06g0291800 gene:Os06g0292400
gene:Os06g0292100 gene:Os06g0292400
gene:Os06g0292100 gene:Os06g0293000
gene:Os06g0292400 gene:Os06g0293000
gene:Os06g0293000 gene:Os06g0293100
gene:Os06g0293100 gene:Os06g0293500
gene:Os06g0293500 gene:Os06g0294000
gene:Os06g0294000 gene:Os06g0294200
gene:Os06g0294200 gene:Os06g0294400
gene:Os06g0294400 gene:Os06g0295000
gene:Os06g0295000 gene:Os06g0295300
gene:Os06g0295300 gene:Os06g0296100
gene:Os06g0296100 gene:Os06g0296700
gene:Os06g0296700 gene:Os06g0296900
gene:Os06g0296900 gene:Os06g0297300
gene:Os06g0297300 gene:Os06g0297400
gene:Os06g0298700 gene:Os06g0299100
gene:Os06g0298700 gene:Os06g0299200
gene:Os06g0299100 gene:Os06g0299200
gene:Os06g0299100 gene:Os06g0299300
gene:Os06g0299200 gene:Os06g0299300
gene:Os06g0299200 gene:Os06g0300000
gene:Os06g0299300 gene:Os06g0300000
gene:Os06g0300000 gene:Os06g0300200
gene:Os06g0309400 gene:Os06g0310200
gene:Os06g0309550 gene:Os06g0310350
gene:Os06g0311800 gene:Os06g0313320
gene:Os06g0313320 gene:Os06g0313440
gene:Os06g0314600 gene:Os06g0315000
gene:Os06g0314600 gene:Os06g0315300
gene:Os06g0315000 gene:Os06g0315300
gene:Os06g0316300 gene:Os06g0316800
gene:Os06g0316800 gene:Os06g0317100
gene:Os06g0317100 gene:Os06g0317200
gene:Os06g0317400 gene:Os06g0317600
gene:Os06g0322400 gene:Os06g0323100
gene:Os06g0324800 gene:Os06g0325200
gene:Os06g0324601 gene:Os06g0325350
gene:Os06g0338200 gene:Os06g0338700
gene:Os06g0346300 gene:Os06g0347100
gene:Os06g0486800 gene:Os06g0486900
gene:Os06g0492800 gene:Os06g0492900
gene:Os06g0492750 gene:Os06g0493001
gene:Os06g0494400 gene:Os06g0495100
gene:Os06g0495100 gene:Os06g0495500
gene:Os06g0507100 gene:Os06g0507200
gene:Os06g0507300 gene:Os06g0507400
gene:Os06g0513050 gene:Os06g0513781
gene:Os06g0513050 gene:Os06g0513862
gene:Os06g0513781 gene:Os06g0513862
gene:Os06g0513781 gene:Os06g0513943
gene:Os06g0513862 gene:Os06g0513943
gene:Os06g0513862 gene:Os06g0514800
gene:Os06g0513943 gene:Os06g0514800
gene:Os06g0519400 gene:Os06g0520600
gene:Os06g0521200 gene:Os06g0521400
gene:Os06g0521400 gene:Os06g0521500
gene:Os06g0521400 gene:Os06g0521900
gene:Os06g0521500 gene:Os06g0521900
gene:Os06g0521500 gene:Os06g0522100
gene:Os06g0521900 gene:Os06g0522100
gene:Os06g0521900 gene:Os06g0522300
gene:Os06g0522100 gene:Os06g0522300
gene:Os06g0524500 gene:Os06g0525000
gene:Os06g0526400 gene:Os06g0526466
gene:Os06g0526700 gene:Os06g0526800
gene:Os06g0527100 gene:Os06g0527300
gene:Os06g0527201 gene:Os06g0527500
gene:Os06g0527800 gene:Os06g0528300
gene:Os06g0531600 gene:Os06g0531900
gene:Os06g0534500 gene:Os06g0534800
gene:Os06g0534500 gene:Os06g0534950
gene:Os06g0534800 gene:Os06g0534900
gene:Os06g0534900 gene:Os06g0534950
gene:Os06g0535900 gene:Os06g0536100
gene:Os06g0535900 gene:Os06g0536600
gene:Os06g0536100 gene:Os06g0536600
gene:Os06g0536600 gene:Os06g0537300
gene:Os06g0537300 gene:Os06g0537600
gene:Os06g0537500 gene:Os06g0537600
gene:Os06g0539801 gene:Os06g0539975
gene:Os06g0540050 gene:Os06g0540200
gene:Os06g0542600 gene:Os06g0542701
gene:Os06g0545200 gene:Os06g0545400
gene:Os06g0545400 gene:Os06g0545800
gene:Os06g0545601 gene:Os06g0545825
gene:Os06g0546500 gene:Os06g0547100
gene:Os06g0546500 gene:Os06g0547400
gene:Os06g0547100 gene:Os06g0547400
gene:Os06g0548100 gene:Os06g0548200
gene:Os06g0548150 gene:Os06g0548350
gene:Os06g0548200 gene:Os06g0548800
gene:Os06g0548800 gene:Os06g0549300
gene:Os06g0549300 gene:Os06g0549600
gene:Os06g0549525 gene:Os06g0549666
gene:Os06g0549600 gene:Os06g0549633
gene:Os06g0549600 gene:Os06g0549900
gene:Os06g0549633 gene:Os06g0549900
gene:Os06g0549666 gene:Os06g0549950
gene:Os06g0551800 gene:Os06g0552000
gene:Os06g0557100 gene:Os06g0557400
gene:Os06g0564400 gene:Os06g0564500
gene:Os06g0564400 gene:Os06g0564700
gene:Os06g0564500 gene:Os06g0564700
gene:Os06g0567200 gene:Os06g0567900
gene:Os06g0567433 gene:Os06g0567950
gene:Os06g0568600 gene:Os06g0569500
gene:Os06g0569500 gene:Os06g0569900
gene:Os06g0569900 gene:Os06g0570100
gene:Os06g0569900 gene:Os06g0570566
gene:Os06g0570100 gene:Os06g0570566
gene:Os06g0574332 gene:Os06g0574400
gene:Os06g0574550 gene:Os06g0575000
gene:Os06g0575000 gene:Os06g0575400
gene:Os06g0578100 gene:Os06g0578700
gene:Os06g0583600 gene:Os06g0585950
gene:Os06g0583900 gene:Os06g0584000
gene:Os06g0585950 gene:Os06g0585982
gene:Os06g0585950 gene:Os06g0586150
gene:Os06g0585982 gene:Os06g0586150
gene:Os06g0586150 gene:Os06g0587000
gene:Os06g0587000 gene:Os06g0587200
gene:Os06g0587200 gene:Os06g0587900
gene:Os06g0590700 gene:Os06g0590800
gene:Os06g0591200 gene:Os06g0591400
gene:Os06g0593200 gene:Os06g0593800
gene:Os06g0604200 gene:Os06g0604300
gene:Os06g0604200 gene:Os06g0604400
gene:Os06g0604300 gene:Os06g0604400
gene:Os06g0611400 gene:Os06g0611500
gene:Os06g0612900 gene:Os06g0613000
gene:Os06g0619066 gene:Os06g0619600
gene:Os06g0619200 gene:Os06g0619600
gene:Os06g0619600 gene:Os06g0620200
gene:Os06g0623200 gene:Os06g0623300
gene:Os06g0623200 gene:Os06g0623600
gene:Os06g0623300 gene:Os06g0623600
gene:Os06g0639800 gene:Os06g0640100
gene:Os06g0640100 gene:Os06g0640800
gene:Os06g0640599 gene:Os06g0640933
gene:Os06g0640800 gene:Os06g0641200
gene:Os06g0641200 gene:Os06g0641500
gene:Os06g0641200 gene:Os06g0641600
gene:Os06g0641500 gene:Os06g0641600
gene:Os06g0641600 gene:Os06g0641800
gene:Os06g0641866 gene:Os06g0641932
gene:Os06g0641866 gene:Os06g0642250
gene:Os06g0641932 gene:Os06g0642250
gene:Os06g0642200 gene:Os06g0642300
gene:Os06g0642250 gene:Os06g0642550
gene:Os06g0642300 gene:Os06g0642500
gene:Os06g0642500 gene:Os06g0642600
gene:Os06g0651000 gene:Os06g0651100
gene:Os06g0652300 gene:Os06g0652400
gene:Os06g0657500 gene:Os06g0658000
gene:Os06g0662225 gene:Os06g0662300
gene:Os06g0662225 gene:Os06g0662500
gene:Os06g0662300 gene:Os06g0662500
gene:Os06g0662300 gene:Os06g0662600
gene:Os06g0662500 gene:Os06g0662600
gene:Os06g0662600 gene:Os06g0662700
gene:Os06g0662600 gene:Os06g0662850
gene:Os06g0662700 gene:Os06g0662850
gene:Os06g0662700 gene:Os06g0662900
gene:Os06g0662850 gene:Os06g0662900
gene:Os06g0662850 gene:Os06g0663300
gene:Os06g0662900 gene:Os06g0663300
gene:Os06g0664800 gene:Os06g0664900
gene:Os06g0668300 gene:Os06g0668400
gene:Os06g0670400 gene:Os06g0670500
gene:Os06g0672700 gene:Os06g0673300
gene:Os06g0675700 gene:Os06g0676700
gene:Os06g0688200 gene:Os06g0688300
gene:Os06g0689600 gene:Os06g0690200
gene:Os06g0691800 gene:Os06g0692100
gene:Os06g0692100 gene:Os06g0692300
gene:Os06g0692100 gene:Os06g0692500
gene:Os06g0692300 gene:Os06g0692500
gene:Os06g0692300 gene:Os06g0692600
gene:Os06g0692500 gene:Os06g0692600
gene:Os06g0693500 gene:Os06g0693600
gene:Os06g0695200 gene:Os06g0695300
gene:Os06g0695001 gene:Os06g0695350
gene:Os06g0695300 gene:Os06g0695400
gene:Os06g0695300 gene:Os06g0695500
gene:Os06g0695400 gene:Os06g0695500
gene:Os06g0696400 gene:Os06g0696500
gene:Os06g0696500 gene:Os06g0696600
gene:Os06g0696566 gene:Os06g0696600
gene:Os06g0696566 gene:Os06g0697000
gene:Os06g0696600 gene:Os06g0697000
gene:Os06g0697500 gene:Os06g0697600
gene:Os06g0701600 gene:Os06g0701700
gene:Os06g0705600 gene:Os06g0705700
gene:Os06g0705651 gene:Os06g0705901
gene:Os06g0705700 gene:Os06g0706100
gene:Os06g0706100 gene:Os06g0706400
gene:Os06g0707000 gene:Os06g0707200
gene:Os06g0707350 gene:Os06g0707733
gene:Os06g0707400 gene:Os06g0707700
gene:Os06g0707400 gene:Os06g0707733
gene:Os06g0707700 gene:Os06g0707733
gene:Os06g0707700 gene:Os06g0707800
gene:Os06g0707733 gene:Os06g0707800
gene:Os06g0708400 gene:Os06g0708500
gene:Os06g0708832 gene:Os06g0709000
gene:Os06g0711200 gene:Os06g0711600
gene:Os06g0719600 gene:Os06g0720400
gene:Os06g0719900 gene:Os06g0720301
gene:Os06g0720100 gene:Os06g0720601
gene:Os06g0720400 gene:Os06g0720700
gene:Os06g0720700 gene:Os06g0722100
gene:Os06g0722100 gene:Os06g0722450
gene:Os06g0722201 gene:Os06g0722600
gene:Os06g0722300 gene:Os06g0722650
gene:Os06g0722450 gene:Os06g0722700
gene:Os06g0722700 gene:Os06g0723900
gene:Os06g0725100 gene:Os06g0725200
gene:Os06g0725500 gene:Os06g0725700
gene:Os06g0725700 gene:Os06g0725800
gene:Os06g0726100 gene:Os06g0726200
gene:Os06g0727600 gene:Os06g0727700
gene:Os06g0727600 gene:Os06g0727800
gene:Os06g0727700 gene:Os06g0727800
gene:Os07g0106700 gene:Os07g0106900
gene:Os07g0106700 gene:Os07g0107100
gene:Os07g0106900 gene:Os07g0107100
gene:Os07g0108400 gene:Os07g0108500
gene:Os07g0110000 gene:Os07g0110500
gene:Os07g0111700 gene:Os07g0111900
gene:Os07g0111900 gene:Os07g0112000
gene:Os07g0111900 gene:Os07g0112100
gene:Os07g0112000 gene:Os07g0112100
gene:Os07g0112300 gene:Os07g0112400
gene:Os07g0115700 gene:Os07g0116300
gene:Os07g0115720 gene:Os07g0116300
gene:Os07g0116800 gene:Os07g0116900
gene:Os07g0116800 gene:Os07g0117000
gene:Os07g0116900 gene:Os07g0117000
gene:Os07g0116900 gene:Os07g0117200
gene:Os07g0117000 gene:Os07g0117200
gene:Os07g0117000 gene:Os07g0117300
gene:Os07g0117200 gene:Os07g0117300
gene:Os07g0117200 gene:Os07g0117350
gene:Os07g0117300 gene:Os07g0117350
gene:Os07g0117300 gene:Os07g0117400
gene:Os07g0117350 gene:Os07g0117400
gene:Os07g0117350 gene:Os07g0117600
gene:Os07g0117400 gene:Os07g0117600
gene:Os07g0117400 gene:Os07g0117800
gene:Os07g0117600 gene:Os07g0117800
gene:Os07g0117600 gene:Os07g0118000
gene:Os07g0117800 gene:Os07g0117900
gene:Os07g0117800 gene:Os07g0118000
gene:Os07g0117900 gene:Os07g0118000
gene:Os07g0118200 gene:Os07g0118250
gene:Os07g0118800 gene:Os07g0118900
gene:Os07g0119800 gene:Os07g0120000
gene:Os07g0119800 gene:Os07g0120100
gene:Os07g0120000 gene:Os07g0120100
gene:Os07g0120100 gene:Os07g0120300
gene:Os07g0120200 gene:Os07g0120400
gene:Os07g0120300 gene:Os07g0120500
gene:Os07g0120500 gene:Os07g0120650
gene:Os07g0120800 gene:Os07g0121000
gene:Os07g0121000 gene:Os07g0120900
gene:Os07g0121000 gene:Os07g0121100
gene:Os07g0120900 gene:Os07g0121100
gene:Os07g0121100 gene:Os07g0121800
gene:Os07g0121800 gene:Os07g0122000
gene:Os07g0121800 gene:Os07g0122100
gene:Os07g0122000 gene:Os07g0122100
gene:Os07g0122000 gene:Os07g0122200
gene:Os07g0122100 gene:Os07g0122200
gene:Os07g0122100 gene:Os07g0122300
gene:Os07g0122200 gene:Os07g0122300
gene:Os07g0122900 gene:Os07g0123000
gene:Os07g0124900 gene:Os07g0125000
gene:Os07g0124900 gene:Os07g0125201
gene:Os07g0125000 gene:Os07g0125201
gene:Os07g0125000 gene:Os07g0125500
gene:Os07g0125201 gene:Os07g0125500
gene:Os07g0125201 gene:Os07g0125600
gene:Os07g0125500 gene:Os07g0125600
gene:Os07g0125500 gene:Os07g0126100
gene:Os07g0125600 gene:Os07g0126100
gene:Os07g0125600 gene:Os07g0126301
gene:Os07g0126100 gene:Os07g0126301
gene:Os07g0126100 gene:Os07g0126401
gene:Os07g0126301 gene:Os07g0126401
gene:Os07g0126301 gene:Os07g0126500
gene:Os07g0126401 gene:Os07g0126500
gene:Os07g0126401 gene:Os07g0127500
gene:Os07g0126500 gene:Os07g0127500
gene:Os07g0126500 gene:Os07g0127600
gene:Os07g0127500 gene:Os07g0127600
gene:Os07g0127500 gene:Os07g0127700
gene:Os07g0127600 gene:Os07g0127700
gene:Os07g0127600 gene:Os07g0128800
gene:Os07g0127700 gene:Os07g0128800
gene:Os07g0127900 gene:Os07g0128800
gene:Os07g0127900 gene:Os07g0129200
gene:Os07g0128800 gene:Os07g0129200
gene:Os07g0129200 gene:Os07g0129300
gene:Os07g0129800 gene:Os07g0129900
gene:Os07g0129800 gene:Os07g0130100
gene:Os07g0129900 gene:Os07g0130100
gene:Os07g0130100 gene:Os07g0130200
gene:Os07g0130100 gene:Os07g0130400
gene:Os07g0130200 gene:Os07g0130400
gene:Os07g0130200 gene:Os07g0130800
gene:Os07g0130400 gene:Os07g0130800
gene:Os07g0130800 gene:Os07g0131375
gene:Os07g0131250 gene:Os07g0131600
gene:Os07g0131375 gene:Os07g0131500
gene:Os07g0136300 gene:Os07g0136500
gene:Os07g0137200 gene:Os07g0137600
gene:Os07g0142200 gene:Os07g0142300
gene:Os07g0142200 gene:Os07g0142500
gene:Os07g0142300 gene:Os07g0142500
gene:Os07g0142900 gene:Os07g0143000
gene:Os07g0146300 gene:Os07g0146700
gene:Os07g0147500 gene:Os07g0147550
gene:Os07g0155600 gene:Os07g0156732
gene:Os07g0156200 gene:Os07g0156467
gene:Os07g0156200 gene:Os07g0156910
gene:Os07g0156467 gene:Os07g0157000
gene:Os07g0156732 gene:Os07g0157401
gene:Os07g0156910 gene:Os07g0157600
gene:Os07g0157000 gene:Os07g0157600
gene:Os07g0157900 gene:Os07g0158200
gene:Os07g0160500 gene:Os07g0161500
gene:Os07g0162400 gene:Os07g0162500
gene:Os07g0162500 gene:Os07g0162600
gene:Os07g0162500 gene:Os07g0162700
gene:Os07g0162600 gene:Os07g0162700
gene:Os07g0162600 gene:Os07g0162900
gene:Os07g0162700 gene:Os07g0162900
gene:Os07g0168800 gene:Os07g0169500
gene:Os07g0169100 gene:Os07g0169500
gene:Os07g0173501 gene:Os07g0173700
gene:Os07g0173700 gene:Os07g0174200
gene:Os07g0174400 gene:Os07g0174900
gene:Os07g0174900 gene:Os07g0175000
gene:Os07g0177200 gene:Os07g0177300
gene:Os07g0178700 gene:Os07g0178800
gene:Os07g0180100 gene:Os07g0180300
gene:Os07g0183050 gene:Os07g0183100
gene:Os07g0183050 gene:Os07g0183700
gene:Os07g0183100 gene:Os07g0183700
gene:Os07g0183200 gene:Os07g0183350
gene:Os07g0183200 gene:Os07g0183700
gene:Os07g0183350 gene:Os07g0183700
gene:Os07g0189700 gene:Os07g0189800
gene:Os07g0192000 gene:Os07g0192700
gene:Os07g0192700 gene:Os07g0192800
gene:Os07g0194800 gene:Os07g0195200
gene:Os07g0195300 gene:Os07g0196300
gene:Os07g0196300 gene:Os07g0197000
gene:Os07g0197300 gene:Os07g0197500
gene:Os07g0199000 gene:Os07g0200500
gene:Os07g0201300 gene:Os07g0201500
gene:Os07g0201300 gene:Os07g0201800
gene:Os07g0201500 gene:Os07g0201800
gene:Os07g0201500 gene:Os07g0202000
gene:Os07g0201800 gene:Os07g0202000
gene:Os07g0206400 gene:Os07g0206500
gene:Os07g0207800 gene:Os07g0208100
gene:Os07g0210100 gene:Os07g0211000
gene:Os07g0213800 gene:Os07g0214100
gene:Os07g0213800 gene:Os07g0214300
gene:Os07g0214100 gene:Os07g0214300
gene:Os07g0214100 gene:Os07g0214600
gene:Os07g0214300 gene:Os07g0214600
gene:Os07g0214300 gene:Os07g0215500
gene:Os07g0214600 gene:Os07g0215500
gene:Os07g0216600 gene:Os07g0216700
gene:Os07g0217600 gene:Os07g0218700
gene:Os07g0218766 gene:Os07g0218832
gene:Os07g0218832 gene:Os07g0220333
gene:Os07g0219250 gene:Os07g0219300
gene:Os07g0219250 gene:Os07g0219400
gene:Os07g0219300 gene:Os07g0219400
gene:Os07g0219300 gene:Os07g0220000
gene:Os07g0219400 gene:Os07g0220000
gene:Os07g0223100 gene:Os07g0223400
gene:Os07g0228000 gene:Os07g0229100
gene:Os07g0228400 gene:Os07g0228900
gene:Os07g0228400 gene:Os07g0229100
gene:Os07g0228900 gene:Os07g0229100
gene:Os07g0228900 gene:Os07g0229200
gene:Os07g0229100 gene:Os07g0229200
gene:Os07g0237200 gene:Os07g0238500
gene:Os07g0238500 gene:Os07g0238600
gene:Os07g0240600 gene:Os07g0241500
gene:Os07g0241500 gene:Os07g0241600
gene:Os07g0241500 gene:Os07g0241700
gene:Os07g0241600 gene:Os07g0241800
gene:Os07g0241700 gene:Os07g0241800
gene:Os07g0242400 gene:Os07g0242600
gene:Os07g0243800 gene:Os07g0244100
gene:Os07g0249700 gene:Os07g0249800
gene:Os07g0249700 gene:Os07g0249900
gene:Os07g0249800 gene:Os07g0249900
gene:Os07g0250501 gene:Os07g0250900
gene:Os07g0255900 gene:Os07g0256700
gene:Os07g0263400 gene:Os07g0264100
gene:Os07g0268800 gene:Os07g0269400
gene:Os07g0268800 gene:Os07g0270800
gene:Os07g0269400 gene:Os07g0270800
gene:Os07g0270900 gene:Os07g0271600
gene:Os07g0273600 gene:Os07g0273900
gene:Os07g0273700 gene:Os07g0273900
gene:Os07g0274400 gene:Os07g0274700
gene:Os07g0275100 gene:Os07g0275801
gene:Os07g0275801 gene:Os07g0275901
gene:Os07g0276000 gene:Os07g0277000
gene:Os07g0277000 gene:Os07g0277500
gene:Os07g0281700 gene:Os07g0282300
gene:Os07g0283050 gene:Os07g0283125
gene:Os07g0285200 gene:Os07g0285450
gene:Os07g0285200 gene:Os07g0285700
gene:Os07g0285450 gene:Os07g0285700
gene:Os07g0285450 gene:Os07g0285900
gene:Os07g0285700 gene:Os07g0285900
gene:Os07g0290200 gene:Os07g0290500
