Pgi01A00000100 Pgi01A00000110
Pgi02A00007330 Pgi02A00007340
Pgi02A00007470 Pgi02A00007490
Pgi02A00007490 Pgi02A00007500
Pgi02A00007490 Pgi02A00007510
Pgi02A00007500 Pgi02A00007510
Pgi02A00007500 Pgi02A00007520
Pgi02A00007510 Pgi02A00007520
Pgi02A00007660 Pgi02A00007670
Pgi02A00007660 Pgi02A00007680
Pgi02A00007740 Pgi02A00007750
Pgi02A00007740 Pgi02A00007760
Pgi02A00007750 Pgi02A00007760
Pgi02A00007750 Pgi02A00007770
Pgi02A00007760 Pgi02A00007770
Pgi02A00007760 Pgi02A00007780
Pgi02A00007770 Pgi02A00007780
Pgi02A00007770 Pgi02A00007790
Pgi02A00007780 Pgi02A00007790
Pgi02A00007780 Pgi02A00007810
Pgi02A00007790 Pgi02A00007810
Pgi02A00007970 Pgi02A00007990
Pgi02A00007990 Pgi02A00008000
Pgi02A00008020 Pgi02A00008040
Pgi02A00008030 Pgi02A00008040
Pgi02A00008130 Pgi02A00008140
Pgi02A00008390 Pgi02A00008400
Pgi02A00008510 Pgi02A00008520
Pgi02A00008510 Pgi02A00008530
Pgi02A00008520 Pgi02A00008530
Pgi02A00008520 Pgi02A00008560
Pgi02A00008530 Pgi02A00008560
Pgi02A00008560 Pgi02A00008570
Pgi02A00008970 Pgi02A00008980
Pgi02A00009330 Pgi02A00009340
Pgi02A00009330 Pgi02A00009350
Pgi02A00009340 Pgi02A00009350
Pgi02A00009340 Pgi02A00009370
Pgi02A00009350 Pgi02A00009360
Pgi02A00009350 Pgi02A00009370
Pgi02A00009510 Pgi02A00009520
Pgi02A00009630 Pgi02A00009640
Pgi02A00009740 Pgi02A00009750
Pgi02A00009880 Pgi02A00009910
Pgi02A00010060 Pgi02A00010070
Pgi02A00010060 Pgi02A00010080
Pgi02A00010070 Pgi02A00010080
Pgi02A00010150 Pgi02A00010180
Pgi02A00010350 Pgi02A00010360
Pgi02A00010390 Pgi02A00010400
Pgi02A00010440 Pgi02A00010450
Pgi02A00010620 Pgi02A00010650
Pgi02A00010940 Pgi02A00010950
Pgi02A00010940 Pgi02A00010960
Pgi02A00010950 Pgi02A00010960
Pgi02A00011250 Pgi02A00011270
Pgi02A00011260 Pgi02A00011280
Pgi02A00011290 Pgi02A00011300
Pgi02A00011340 Pgi02A00011350
Pgi02A00011500 Pgi02A00011510
Pgi02A00011610 Pgi02A00011630
Pgi02A00011750 Pgi02A00011770
Pgi02A00011760 Pgi02A00011800
Pgi02A00011770 Pgi02A00011790
Pgi02A00011790 Pgi02A00011810
Pgi02A00011940 Pgi02A00011980
Pgi02A00012110 Pgi02A00012130
Pgi02A00012380 Pgi02A00012400
Pgi02A00012530 Pgi02A00012540
Pgi02A00012530 Pgi02A00012550
Pgi02A00012540 Pgi02A00012570
Pgi02A00012570 Pgi02A00012580
Pgi02A00012720 Pgi02A00012730
Pgi02A00012800 Pgi02A00012810
Pgi02A00012800 Pgi02A00012830
Pgi02A00012810 Pgi02A00012830
Pgi02A00012970 Pgi02A00012980
Pgi02A00012970 Pgi02A00013000
Pgi02A00013030 Pgi02A00013050
Pgi02A00013060 Pgi02A00013070
Pgi02A00013150 Pgi02A00013160
Pgi02A00013250 Pgi02A00013260
Pgi02A00013250 Pgi02A00013270
Pgi02A00013340 Pgi02A00013350
Pgi02A00013550 Pgi02A00013560
Pgi02A00013550 Pgi02A00013570
Pgi02A00013560 Pgi02A00013570
Pgi02A00013690 Pgi02A00013740
Pgi02A00013880 Pgi02A00013890
Pgi02A00013880 Pgi02A00013900
Pgi02A00013890 Pgi02A00013900
Pgi02A00013890 Pgi02A00013910
Pgi02A00013900 Pgi02A00013910
Pgi02A00014260 Pgi02A00014280
Pgi02A00014280 Pgi02A00014300
Pgi02A00014430 Pgi02A00014440
Pgi02A00014540 Pgi02A00014550
Pgi02A00014620 Pgi02A00014660
Pgi02A00014650 Pgi02A00014670
Pgi02A00014690 Pgi02A00014710
Pgi02A00014790 Pgi02A00014800
Pgi02A00014880 Pgi02A00014890
Pgi02A00014890 Pgi02A00014920
Pgi02A00014910 Pgi02A00014920
Pgi02A00014910 Pgi02A00014930
Pgi02A00014920 Pgi02A00014930
Pgi02A00014950 Pgi02A00014970
Pgi02A00015100 Pgi02A00015120
Pgi02A00015120 Pgi02A00015130
Pgi02A00015120 Pgi02A00015150
Pgi02A00015130 Pgi02A00015150
Pgi02A00015240 Pgi02A00015250
Pgi02A00015500 Pgi02A00015510
Pgi02A00015710 Pgi02A00015720
Pgi02A00015740 Pgi02A00015760
Pgi02A00015800 Pgi02A00015810
Pgi02A00015840 Pgi02A00015850
Pgi02A00015840 Pgi02A00015860
Pgi02A00015850 Pgi02A00015860
Pgi02A00015910 Pgi02A00015920
Pgi02A00015910 Pgi02A00015930
Pgi02A00015920 Pgi02A00015930
Pgi02A00015920 Pgi02A00015940
Pgi02A00015930 Pgi02A00015940
Pgi02A00016120 Pgi02A00016130
Pgi02A00016140 Pgi02A00016150
Pgi02A00016140 Pgi02A00016190
Pgi02A00016150 Pgi02A00016190
Pgi02A00016240 Pgi02A00016250
Pgi02A00016320 Pgi02A00016330
Pgi02A00016320 Pgi02A00016340
Pgi02A00016330 Pgi02A00016340
Pgi02A00016330 Pgi02A00016350
Pgi02A00016340 Pgi02A00016350
Pgi02A00016380 Pgi02A00016410
Pgi02A00016450 Pgi02A00016460
Pgi02A00016450 Pgi02A00016470
Pgi02A00016460 Pgi02A00016470
Pgi02A00016460 Pgi02A00016480
Pgi02A00016470 Pgi02A00016480
Pgi02A00016500 Pgi02A00016510
Pgi02A00016520 Pgi02A00016530
Pgi02A00016600 Pgi02A00016610
Pgi02A00016600 Pgi02A00016620
Pgi02A00016610 Pgi02A00016620
Pgi02A00016610 Pgi02A00016630
Pgi02A00016690 Pgi02A00016700
Pgi02A00016780 Pgi02A00016790
Pgi02A00016780 Pgi02A00016800
Pgi02A00016790 Pgi02A00016800
Pgi02A00017010 Pgi02A00017020
Pgi02A00017190 Pgi02A00017200
Pgi02A00017210 Pgi02A00017220
Pgi02A00017470 Pgi02A00017490
Pgi02A00017490 Pgi02A00017500
Pgi02A00017490 Pgi02A00017520
Pgi02A00017500 Pgi02A00017520
Pgi02A00017620 Pgi02A00017630
Pgi02A00017620 Pgi02A00017650
Pgi02A00017630 Pgi02A00017650
Pgi02A00018190 Pgi02A00018200
Pgi02A00018190 Pgi02A00018210
Pgi02A00018200 Pgi02A00018210
Pgi02A00018200 Pgi02A00018230
Pgi02A00018210 Pgi02A00018230
Pgi02A00018230 Pgi02A00018240
Pgi02A00018350 Pgi02A00018370
Pgi02A00018810 Pgi02A00018850
Pgi02A00018850 Pgi02A00018860
Pgi02A00018850 Pgi02A00018880
Pgi02A00018860 Pgi02A00018880
Pgi02A00018910 Pgi02A00018920
Pgi02A00018910 Pgi02A00018930
Pgi02A00018920 Pgi02A00018930
Pgi02A00019120 Pgi02A00019130
Pgi02A00019220 Pgi02A00019240
Pgi02A00019280 Pgi02A00019290
Pgi02A00019350 Pgi02A00019360
Pgi02A00019350 Pgi02A00019370
Pgi02A00019360 Pgi02A00019370
Pgi02A00019360 Pgi02A00019400
Pgi02A00019370 Pgi02A00019400
Pgi02A00019380 Pgi02A00019390
Pgi02A00019400 Pgi02A00019410
Pgi02A00019400 Pgi02A00019420
Pgi02A00019410 Pgi02A00019420
Pgi02A00019410 Pgi02A00019440
Pgi02A00019420 Pgi02A00019440
Pgi02A00019450 Pgi02A00019460
Pgi02A00019450 Pgi02A00019500
Pgi02A00019460 Pgi02A00019500
Pgi02A00019500 Pgi02A00019520
Pgi02A00019520 Pgi02A00019530
Pgi02A00019520 Pgi02A00019540
Pgi02A00019530 Pgi02A00019540
Pgi02A00019540 Pgi02A00019600
Pgi02A00019580 Pgi02A00019590
Pgi02A00019600 Pgi02A00019610
Pgi02A00019610 Pgi02A00019620
Pgi02A00019650 Pgi02A00019670
Pgi02A00019660 Pgi02A00019690
Pgi02A00019670 Pgi02A00019680
Pgi02A00019670 Pgi02A00019700
Pgi02A00019680 Pgi02A00019700
Pgi02A00019710 Pgi02A00019720
Pgi02A00019710 Pgi02A00019730
Pgi02A00019740 Pgi02A00019750
Pgi02A00019810 Pgi02A00019820
Pgi02A00019920 Pgi02A00019930
Pgi02A00019920 Pgi02A00019940
Pgi02A00019930 Pgi02A00019940
Pgi02A00020160 Pgi02A00020180
Pgi02A00020340 Pgi02A00020360
Pgi02A00020510 Pgi02A00020520
Pgi02A00020510 Pgi02A00020560
Pgi02A00020520 Pgi02A00020560
Pgi02A00020530 Pgi02A00020540
Pgi02A00020560 Pgi02A00020580
Pgi02A00020580 Pgi02A00020590
Pgi02A00020810 Pgi02A00020820
Pgi02A00020830 Pgi02A00020840
Pgi02A00020830 Pgi02A00020850
Pgi02A00020840 Pgi02A00020850
Pgi02A00020900 Pgi02A00020910
Pgi02A00021070 Pgi02A00021080
Pgi02A00021090 Pgi02A00021110
Pgi02A00021110 Pgi02A00021120
Pgi02A00021120 Pgi02A00021130
Pgi02A00021370 Pgi02A00021380
Pgi02A00021370 Pgi02A00021390
Pgi02A00021380 Pgi02A00021390
Pgi02A00021380 Pgi02A00021400
Pgi02A00021390 Pgi02A00021400
Pgi02A00021390 Pgi02A00021410
Pgi02A00021540 Pgi02A00021550
Pgi02A00021540 Pgi02A00021560
Pgi02A00021550 Pgi02A00021560
Pgi02A00021550 Pgi02A00021570
Pgi02A00021560 Pgi02A00021570
Pgi02A00021560 Pgi02A00021580
Pgi02A00021570 Pgi02A00021580
Pgi02A00021750 Pgi02A00021770
Pgi02A00021790 Pgi02A00021810
Pgi02A00021920 Pgi02A00021940
Pgi02A00022010 Pgi02A00022020
Pgi02A00022050 Pgi02A00022060
Pgi02A00022150 Pgi02A00022170
Pgi02A00022170 Pgi02A00022180
Pgi02A00022200 Pgi02A00022220
Pgi02A00022210 Pgi02A00022220
Pgi02A00022260 Pgi02A00022280
Pgi02A00022350 Pgi02A00022380
Pgi02A00022380 Pgi02A00022390
Pgi02A00022380 Pgi02A00022400
Pgi02A00022390 Pgi02A00022400
Pgi02A00022390 Pgi02A00022410
Pgi02A00022400 Pgi02A00022410
Pgi02A00022400 Pgi02A00022420
Pgi02A00022410 Pgi02A00022420
Pgi02A00022410 Pgi02A00022430
Pgi02A00022420 Pgi02A00022430
Pgi02A00022420 Pgi02A00022440
Pgi02A00022430 Pgi02A00022440
Pgi02A00022780 Pgi02A00022790
Pgi02A00022800 Pgi02A00022820
Pgi02A00022810 Pgi02A00022820
Pgi02A00022810 Pgi02A00022850
Pgi02A00022820 Pgi02A00022850
Pgi02A00022850 Pgi02A00022870
Pgi02A00022870 Pgi02A00022890
Pgi02A00022890 Pgi02A00022900
Pgi02A00022890 Pgi02A00022920
Pgi02A00022900 Pgi02A00022920
Pgi02A00022920 Pgi02A00022950
Pgi02A00022950 Pgi02A00022960
Pgi02A00022950 Pgi02A00022970
Pgi02A00022960 Pgi02A00022970
Pgi02A00022960 Pgi02A00022980
Pgi02A00022970 Pgi02A00022980
Pgi02A00022970 Pgi02A00023020
Pgi02A00022980 Pgi02A00023020
Pgi02A00022990 Pgi02A00023000
Pgi02A00022990 Pgi02A00023010
Pgi02A00023000 Pgi02A00023010
Pgi02A00023000 Pgi02A00023030
Pgi02A00023010 Pgi02A00023030
Pgi02A00023020 Pgi02A00023030
Pgi02A00023030 Pgi02A00023050
Pgi02A00023150 Pgi02A00023160
Pgi02A00023200 Pgi02A00023210
Pgi02A00023200 Pgi02A00023220
Pgi02A00023210 Pgi02A00023220
Pgi02A00023350 Pgi02A00023360
Pgi02A00023360 Pgi02A00023380
Pgi02A00023360 Pgi02A00023420
Pgi02A00023380 Pgi02A00023410
Pgi02A00023410 Pgi02A00023420
Pgi02A00023410 Pgi02A00023430
Pgi02A00023420 Pgi02A00023430
Pgi02A00023420 Pgi02A00023440
Pgi02A00023430 Pgi02A00023440
Pgi02A00023430 Pgi02A00023450
Pgi02A00023440 Pgi02A00023450
Pgi02A00023440 Pgi02A00023460
Pgi02A00023450 Pgi02A00023460
Pgi02A00023450 Pgi02A00023470
Pgi02A00023460 Pgi02A00023470
Pgi02A00023460 Pgi02A00023480
Pgi02A00023470 Pgi02A00023480
Pgi02A00023470 Pgi02A00023510
Pgi02A00023480 Pgi02A00023510
Pgi02A00023500 Pgi02A00023510
Pgi02A00023500 Pgi02A00023530
Pgi02A00023510 Pgi02A00023530
Pgi02A00023660 Pgi02A00023670
Pgi02A00024150 Pgi02A00024160
Pgi02A00024210 Pgi02A00024250
Pgi02A00024300 Pgi02A00024310
Pgi02A00024510 Pgi02A00024520
Pgi02A00024510 Pgi02A00024530
Pgi02A00024520 Pgi02A00024530
Pgi02A00024520 Pgi02A00024540
Pgi02A00024530 Pgi02A00024540
Pgi02A00024570 Pgi02A00024580
Pgi02A00024600 Pgi02A00024610
Pgi02A00024600 Pgi02A00024630
Pgi02A00024610 Pgi02A00024630
Pgi02A00024650 Pgi02A00024660
Pgi02A00024650 Pgi02A00024680
Pgi02A00024660 Pgi02A00024680
Pgi02A00024730 Pgi02A00024740
Pgi02A00025060 Pgi02A00025090
Pgi02A00025120 Pgi02A00025150
Pgi02A00025130 Pgi02A00025160
Pgi02A00025200 Pgi02A00025210
Pgi02A00025280 Pgi02A00025290
Pgi02A00025590 Pgi02A00025600
Pgi02A00025620 Pgi02A00025630
Pgi02A00025620 Pgi02A00025660
Pgi02A00025630 Pgi02A00025660
Pgi02A00025640 Pgi02A00025670
Pgi02A00025710 Pgi02A00025720
Pgi02A00026250 Pgi02A00026260
Pgi02A00026310 Pgi02A00026320
Pgi02A00026470 Pgi02A00026480
Pgi02A00026510 Pgi02A00026520
Pgi02A00026770 Pgi02A00026780
Pgi02A00026820 Pgi02A00026850
Pgi02A00026850 Pgi02A00026860
Pgi02A00027080 Pgi02A00027100
Pgi02A00027110 Pgi02A00027140
Pgi02A00027140 Pgi02A00027150
Pgi02A00027140 Pgi02A00027160
Pgi02A00027150 Pgi02A00027160
Pgi02A00027150 Pgi02A00027170
Pgi02A00027160 Pgi02A00027170
Pgi02A00027160 Pgi02A00027190
Pgi02A00027170 Pgi02A00027190
Pgi02A00027180 Pgi02A00027210
Pgi02A00027190 Pgi02A00027200
Pgi02A00027190 Pgi02A00027220
Pgi02A00027200 Pgi02A00027220
Pgi02A00027320 Pgi02A00027330
Pgi02A00027390 Pgi02A00027440
Pgi02A00027440 Pgi02A00027450
Pgi02A00028010 Pgi02A00028030
Pgi02A00028030 Pgi02A00028040
Pgi02A00028370 Pgi02A00028380
Pgi02A00028410 Pgi02A00028420
Pgi02A00028490 Pgi02A00028500
Pgi02A00028490 Pgi02A00028510
Pgi02A00028500 Pgi02A00028510
Pgi02A00028500 Pgi02A00028520
Pgi02A00028510 Pgi02A00028520
Pgi02A00028510 Pgi02A00028530
Pgi02A00028520 Pgi02A00028530
Pgi02A00028520 Pgi02A00028540
Pgi02A00028530 Pgi02A00028540
Pgi02A00028530 Pgi02A00028570
Pgi02A00028540 Pgi02A00028570
Pgi02A00028570 Pgi02A00028580
Pgi02A00028570 Pgi02A00028590
Pgi02A00028580 Pgi02A00028590
Pgi02A00028910 Pgi02A00028920
Pgi02A00029140 Pgi02A00029150
Pgi02A00029200 Pgi02A00029210
Pgi02A00029200 Pgi02A00029220
Pgi02A00029210 Pgi02A00029220
Pgi02A00029210 Pgi02A00029230
Pgi02A00029220 Pgi02A00029230
Pgi02A00029290 Pgi02A00029310
Pgi02A00029310 Pgi02A00029330
Pgi02A00029490 Pgi02A00029500
Pgi02A00029570 Pgi02A00029610
Pgi02A00029750 Pgi02A00029760
Pgi02A00029880 Pgi02A00029900
Pgi02A00029900 Pgi02A00029920
Pgi02A00029960 Pgi02A00030000
Pgi02A00030070 Pgi02A00030100
Pgi02A00030090 Pgi02A00030140
Pgi02A00030130 Pgi02A00030160
Pgi02A00030140 Pgi02A00030170
Pgi02A00030160 Pgi02A00030200
Pgi02A00030170 Pgi02A00030210
Pgi02A00030270 Pgi02A00030300
Pgi02A00030560 Pgi02A00030570
Pgi02A00030620 Pgi02A00030640
Pgi02A00030710 Pgi02A00030720
Pgi02A00030710 Pgi02A00030730
Pgi02A00030720 Pgi02A00030730
Pgi02A00030720 Pgi02A00030750
Pgi02A00030730 Pgi02A00030750
Pgi02A00030750 Pgi02A00030760
Pgi02A00030750 Pgi02A00030770
Pgi02A00030760 Pgi02A00030770
Pgi02A00030930 Pgi02A00030940
Pgi02A00031050 Pgi02A00031060
Pgi02A00031050 Pgi02A00031100
Pgi02A00031060 Pgi02A00031100
Pgi02A00031200 Pgi02A00031210
Pgi02A00031200 Pgi02A00031230
Pgi02A00031210 Pgi02A00031220
Pgi02A00031210 Pgi02A00031230
Pgi02A00031220 Pgi02A00031230
Pgi02A00031550 Pgi02A00031560
Pgi02A00031550 Pgi02A00031600
Pgi02A00031560 Pgi02A00031600
Pgi02A00031820 Pgi02A00031830
Pgi02A00031880 Pgi02A00031890
Pgi02A00031880 Pgi02A00031900
Pgi02A00031890 Pgi02A00031900
Pgi02A00032110 Pgi02A00032140
Pgi02A00032120 Pgi02A00032130
Pgi02A00032200 Pgi02A00032210
Pgi02A00032280 Pgi02A00032310
Pgi02A00032710 Pgi02A00032720
Pgi02A00032710 Pgi02A00032730
Pgi02A00032720 Pgi02A00032730
Pgi02A00032720 Pgi02A00032760
Pgi02A00032730 Pgi02A00032760
Pgi02A00032880 Pgi02A00032910
Pgi02A00032990 Pgi02A00033010
Pgi02A00033330 Pgi02A00033340
Pgi02A00033510 Pgi02A00033520
Pgi02A00033510 Pgi02A00033530
Pgi02A00033520 Pgi02A00033530
Pgi02A00033520 Pgi02A00033540
Pgi02A00033530 Pgi02A00033540
Pgi02A00033530 Pgi02A00033550
Pgi02A00033640 Pgi02A00033660
Pgi02A00033650 Pgi02A00033680
Pgi02A00033660 Pgi02A00033680
Pgi02A00033680 Pgi02A00033690
Pgi02A00033740 Pgi02A00033750
Pgi02A00033740 Pgi02A00033760
Pgi02A00033750 Pgi02A00033760
Pgi02A00033750 Pgi02A00033770
Pgi02A00033760 Pgi02A00033770
Pgi02A00033780 Pgi02A00033800
Pgi02A00033800 Pgi02A00033830
Pgi02A00033830 Pgi02A00033840
Pgi02A00033830 Pgi02A00033850
Pgi02A00034220 Pgi02A00034230
Pgi02A00034220 Pgi02A00034240
Pgi02A00034230 Pgi02A00034240
Pgi02A00034230 Pgi02A00034260
Pgi02A00034240 Pgi02A00034260
Pgi02A00034260 Pgi02A00034270
Pgi02A00034560 Pgi02A00034580
Pgi02A00034940 Pgi02A00034960
Pgi02A00035140 Pgi02A00035170
Pgi02A00035150 Pgi02A00035160
Pgi02A00035150 Pgi02A00035170
Pgi02A00035160 Pgi02A00035170
Pgi02A00035160 Pgi02A00035180
Pgi02A00035170 Pgi02A00035210
Pgi02A00035180 Pgi02A00035210
Pgi02A00035310 Pgi02A00035330
Pgi02A00035450 Pgi02A00035490
Pgi02A00035490 Pgi02A00035510
Pgi02A00035810 Pgi02A00035830
Pgi02A00035830 Pgi02A00035840
Pgi02A00035830 Pgi02A00035850
Pgi02A00035840 Pgi02A00035850
Pgi02A00035840 Pgi02A00035860
Pgi02A00035850 Pgi02A00035860
Pgi02A00035920 Pgi02A00035940
Pgi02A00036060 Pgi02A00036070
Pgi02A00036060 Pgi02A00036090
Pgi02A00036070 Pgi02A00036090
Pgi02A00036180 Pgi02A00036190
Pgi02A00036240 Pgi02A00036250
Pgi02A00036500 Pgi02A00036510
Pgi02A00036540 Pgi02A00036570
Pgi02A00036570 Pgi02A00036600
Pgi02A00036690 Pgi02A00036700
Pgi02A00036900 Pgi02A00036910
Pgi02A00036900 Pgi02A00036920
Pgi02A00036910 Pgi02A00036920
Pgi02A00036950 Pgi02A00036960
Pgi02A00036950 Pgi02A00036970
Pgi02A00036960 Pgi02A00036970
Pgi02A00037040 Pgi02A00037080
Pgi02A00037050 Pgi02A00037060
Pgi02A00037090 Pgi02A00037100
Pgi02A00037090 Pgi02A00037110
Pgi02A00037100 Pgi02A00037110
Pgi02A00037140 Pgi02A00037150
Pgi02A00037140 Pgi02A00037160
Pgi02A00037150 Pgi02A00037160
Pgi02A00037150 Pgi02A00037170
Pgi02A00037160 Pgi02A00037170
Pgi02A00037170 Pgi02A00037200
Pgi02A00037220 Pgi02A00037230
Pgi02A00037220 Pgi02A00037240
Pgi02A00037230 Pgi02A00037240
Pgi02A00037290 Pgi02A00037300
Pgi02A00037310 Pgi02A00037320
Pgi02A00037310 Pgi02A00037330
Pgi02A00037320 Pgi02A00037330
Pgi02A00037330 Pgi02A00037380
Pgi02A00037540 Pgi02A00037560
Pgi02A00037560 Pgi02A00037570
Pgi02A00037590 Pgi02A00037600
Pgi02A00037590 Pgi02A00037610
Pgi02A00037600 Pgi02A00037610
Pgi02A00037600 Pgi02A00037620
Pgi02A00037610 Pgi02A00037620
Pgi02A00037660 Pgi02A00037670
Pgi02A00037740 Pgi02A00037750
Pgi02A00037740 Pgi02A00037760
Pgi02A00037750 Pgi02A00037760
Pgi02A00037750 Pgi02A00037770
Pgi02A00037760 Pgi02A00037770
Pgi02A00037800 Pgi02A00037820
Pgi02A00037810 Pgi02A00037820
Pgi02A00037810 Pgi02A00037840
Pgi02A00037820 Pgi02A00037830
Pgi02A00037820 Pgi02A00037840
Pgi02A00037830 Pgi02A00037840
Pgi02A00037970 Pgi02A00037980
Pgi02A00038350 Pgi02A00038360
Pgi02A00038660 Pgi02A00038670
Pgi02A00038680 Pgi02A00038690
Pgi02A00038830 Pgi02A00038840
Pgi02A00039080 Pgi02A00039120
Pgi02A00039110 Pgi02A00039120
Pgi02A00039190 Pgi02A00039230
Pgi02A00039620 Pgi02A00039640
Pgi02A00039740 Pgi02A00039750
Pgi02A00039810 Pgi02A00039820
Pgi02A00039810 Pgi02A00039830
Pgi02A00040460 Pgi02A00040470
Pgi02A00040610 Pgi02A00040620
Pgi02A00041340 Pgi02A00041370
Pgi02A00041380 Pgi02A00041400
Pgi02A00041460 Pgi02A00041470
Pgi02A00042010 Pgi02A00042060
Pgi02A00042130 Pgi02A00042160
Pgi02A00042140 Pgi02A00042150
Pgi02A00042160 Pgi02A00042170
Pgi02A00042220 Pgi02A00042230
Pgi02A00042320 Pgi02A00042330
Pgi02A00042320 Pgi02A00042340
Pgi02A00042330 Pgi02A00042340
Pgi02A00042370 Pgi02A00042380
Pgi02A00042710 Pgi02A00042720
Pgi02A00042800 Pgi02A00042830
Pgi02A00043040 Pgi02A00043050
Pgi02A00043110 Pgi02A00043120
Pgi02A00043230 Pgi02A00043260
Pgi02A00043260 Pgi02A00043270
Pgi02A00043280 Pgi02A00043320
Pgi02A00043290 Pgi02A00043330
Pgi02A00043320 Pgi02A00043350
Pgi02A00043330 Pgi02A00043350
Pgi02A00043390 Pgi02A00043410
Pgi02A00043400 Pgi02A00043410
Pgi02A00043400 Pgi02A00043420
Pgi02A00043410 Pgi02A00043420
Pgi02A00043410 Pgi02A00043440
Pgi02A00043420 Pgi02A00043440
Pgi02A00043440 Pgi02A00043460
Pgi02A00043690 Pgi02A00043700
Pgi02A00043980 Pgi02A00043990
Pgi02A00044070 Pgi02A00044080
Pgi02A00044250 Pgi02A00044260
Pgi02A00044300 Pgi02A00044310
Pgi02A00044350 Pgi02A00044390
Pgi02A00044370 Pgi02A00044390
Pgi02A00044390 Pgi02A00044400
Pgi02A00044390 Pgi02A00044420
Pgi02A00044400 Pgi02A00044420
Pgi02A00044430 Pgi02A00044440
Pgi02A00044430 Pgi02A00044450
Pgi02A00044440 Pgi02A00044480
Pgi02A00044750 Pgi02A00044760
Pgi02A00044750 Pgi02A00044770
Pgi02A00044760 Pgi02A00044770
Pgi02A00044760 Pgi02A00044780
Pgi02A00044770 Pgi02A00044780
Pgi02A00044770 Pgi02A00044800
Pgi02A00044780 Pgi02A00044790
Pgi02A00044780 Pgi02A00044800
Pgi02A00044790 Pgi02A00044800
Pgi02A00044790 Pgi02A00044810
Pgi02A00044800 Pgi02A00044810
Pgi02A00045000 Pgi02A00045020
Pgi02A00045010 Pgi02A00045020
Pgi02A00045090 Pgi02A00045100
Pgi02A00045090 Pgi02A00045110
Pgi02A00045150 Pgi02A00045160
Pgi02A00045340 Pgi02A00045350
Pgi02A00045430 Pgi02A00045440
Pgi02A00045780 Pgi02A00045790
Pgi02A00045890 Pgi02A00045900
Pgi02A00045890 Pgi02A00045920
Pgi02A00045900 Pgi02A00045920
Pgi02A00046000 Pgi02A00046010
Pgi02A00046100 Pgi02A00046130
Pgi02A00046130 Pgi02A00046150
Pgi02A00046140 Pgi02A00046150
Pgi02A00046140 Pgi02A00046160
Pgi02A00046150 Pgi02A00046160
Pgi02A00046150 Pgi02A00046170
Pgi02A00046270 Pgi02A00046280
Pgi02A00046360 Pgi02A00046380
Pgi02A00046380 Pgi02A00046390
Pgi02A00046710 Pgi02A00046720
Pgi02A00046910 Pgi02A00046920
Pgi02A00046910 Pgi02A00046930
Pgi02A00046920 Pgi02A00046930
Pgi02A00047260 Pgi02A00047300
Pgi02A00047280 Pgi02A00047310
Pgi02A00047360 Pgi02A00047370
Pgi02A00047430 Pgi02A00047440
Pgi02A00047430 Pgi02A00047450
Pgi02A00047440 Pgi02A00047450
Pgi02A00047450 Pgi02A00047460
Pgi02A00047590 Pgi02A00047610
Pgi02A00047610 Pgi02A00047620
Pgi02A00047610 Pgi02A00047630
Pgi02A00047620 Pgi02A00047630
Pgi02A00047620 Pgi02A00047640
Pgi02A00047630 Pgi02A00047640
Pgi02A00047690 Pgi02A00047700
Pgi02A00047830 Pgi02A00047840
Pgi02A00047830 Pgi02A00047870
Pgi02A00047840 Pgi02A00047870
Pgi02A00047870 Pgi02A00047910
Pgi02A00047920 Pgi02A00047930
Pgi02A00048100 Pgi02A00048110
Pgi02A00048600 Pgi02A00048630
Pgi02A00049470 Pgi02A00049480
Pgi02A00049620 Pgi02A00049640
Pgi02A00049800 Pgi02A00049840
Pgi02A00049940 Pgi02A00049950
Pgi02A00049980 Pgi02A00049990
Pgi02A00049980 Pgi02A00050000
Pgi02A00049990 Pgi02A00050000
Pgi02A00050180 Pgi02A00050190
Pgi02A00050240 Pgi02A00050250
Pgi02A00050400 Pgi02A00050430
Pgi02A00050430 Pgi02A00050440
Pgi02A00050450 Pgi02A00050460
Pgi02A00050450 Pgi02A00050470
Pgi02A00050460 Pgi02A00050470
Pgi02A00050460 Pgi02A00050480
Pgi02A00050470 Pgi02A00050480
Pgi02A00050470 Pgi02A00050490
Pgi02A00050480 Pgi02A00050490
Pgi02A00050560 Pgi02A00050570
Pgi02A00050580 Pgi02A00050600
Pgi02A00050610 Pgi02A00050620
Pgi02A00050610 Pgi02A00050630
Pgi02A00050620 Pgi02A00050630
Pgi02A00050620 Pgi02A00050650
Pgi02A00050630 Pgi02A00050650
Pgi02A00050650 Pgi02A00050660
Pgi02A00050650 Pgi02A00050670
Pgi02A00050660 Pgi02A00050670
Pgi02A00050660 Pgi02A00050700
Pgi02A00050670 Pgi02A00050700
Pgi02A00050830 Pgi02A00050840
Pgi02A00051070 Pgi02A00051080
Pgi02A00051110 Pgi02A00051120
Pgi02A00051120 Pgi02A00051170
Pgi02A00051170 Pgi02A00051210
Pgi02A00051260 Pgi02A00051270
Pgi02A00051260 Pgi02A00051300
Pgi02A00051270 Pgi02A00051300
Pgi02A00051290 Pgi02A00051300
Pgi02A00051400 Pgi02A00051410
Pgi02A00051400 Pgi02A00051420
Pgi02A00051410 Pgi02A00051420
Pgi02A00051410 Pgi02A00051430
Pgi02A00051530 Pgi02A00051540
Pgi02A00051670 Pgi02A00051700
Pgi02A00051700 Pgi02A00051710
Pgi02A00051700 Pgi02A00051720
